Frequencies for trace parameter:	HRMaxInt
Analyzed image:	\Rabbit delta 78 heterozygote022_SpQP_spq_210215_210348_f.tif

t [frame]	Primary freq.	Amplitude of primary freq. peak in FFT	Secondary freq.	Amplitude of secondary freq. peak in FFT	COM freq.
91-291	9.0	1648.2613654861561	17.0	882.5707053783552	22.334374042994078
92-292	9.0	1654.7469665738479	17.0	873.764571015256	22.363985880144597
93-293	9.0	1648.7558929100574	17.0	878.8547620664223	22.355621945938225
94-294	9.0	1655.529355914215	17.0	869.2493546489555	22.442800890870675
95-295	9.0	1710.5111691879233	17.0	860.678942214569	22.157650027373705
96-296	9.0	1707.9103944154933	17.0	865.4785618149052	21.179627459725555
97-297	9.0	1641.994678920019	17.0	801.0625397259452	24.21695577563854
98-298	9.0	1644.4858848863855	17.0	801.2846383180911	24.469240917757343
99-299	9.0	1665.1745053040822	17.0	847.627679456481	24.17856899602889
100-300	9.0	1671.7647517276196	17.0	883.6674414665071	24.530584988027655
101-301	9.0	1668.4239494470899	17.0	896.0626368988825	24.18358690572147
102-302	9.0	1662.955567442995	17.0	893.1306199066271	24.2230332535937
103-303	9.0	1669.1621250669132	17.0	900.5705716660626	24.226558131126943
104-304	9.0	1684.609910251694	17.0	915.781642967557	24.424502417400006
105-305	9.0	1623.5921075495714	17.0	849.7688411308885	24.98094071173863
106-306	9.0	1495.4867598090266	17.0	764.5014815531554	24.698230100198867
107-307	9.0	1464.5077291764385	17.0	761.8464938076227	23.8501505870734
108-308	9.0	1440.9798588292103	17.0	758.3315081950878	23.937830655976317
109-309	9.0	1418.7640505221464	17.0	765.0023486745187	23.51962119830438
110-310	9.0	1425.5617427162729	17.0	752.2516196360704	23.578301674519306
111-311	9.0	1429.37704363385	17.0	740.085320195236	23.57953432713565
112-312	9.0	1429.6964780418396	17.0	729.6596896749062	23.50587531538532
113-313	9.0	1425.5372333998973	17.0	729.4233898070238	23.51521062369281
114-314	9.0	1411.8425295379125	17.0	742.9152501408482	23.391365087208452
115-315	9.0	1410.734309255137	17.0	744.4542151685096	23.40849056374226
116-316	9.0	1426.3789957446427	17.0	727.4370163973571	23.451714671641962
117-317	9.0	1434.1533937546542	17.0	719.3486640919139	23.571487813814635
118-318	9.0	1451.872699898153	17.0	707.889182106422	23.47918578186247
119-319	9.0	1466.283199186606	17.0	713.0648590758325	23.465368244188586
120-320	9.0	1467.9729376726252	17.0	714.627631721658	23.347373908977023
121-321	9.0	1451.881799380847	17.0	671.7538963128112	23.864456017911184
122-322	9.0	1462.001757701312	17.0	674.4176479098016	24.488520943986806
123-323	9.0	1464.2428180790234	17.0	731.487327249204	23.60596286458359
124-324	9.0	1473.1090582385962	17.0	748.9833782170633	23.29740300985264
125-325	9.0	1441.0881256711443	17.0	747.5869646687125	24.932528295320182
126-326	9.0	1358.9217496491806	7.0	710.6062643629791	25.381256310646314
127-327	9.0	1278.6286775684364	7.0	726.8020695656046	24.281051799237645
128-328	9.0	1207.5744996530568	7.0	764.369708730507	23.715234262201538
129-329	9.0	1174.1411835062522	7.0	788.4170973801976	23.421316338633098
130-330	9.0	1176.1789188883233	7.0	787.054228142471	23.416833169489724
131-331	9.0	1186.995916930195	7.0	776.2955227663639	23.53681581777929
132-332	9.0	1198.8460985931854	7.0	761.1167770268929	23.466967139956203
133-333	9.0	1204.5347321152424	7.0	750.2726910994335	23.603667367642462
134-334	9.0	1209.5987793649515	7.0	735.8134056538837	23.543318053933348
135-335	9.0	1210.9399015155316	7.0	718.7993351476279	23.49130243630631
136-336	9.0	1207.6065537208915	7.0	708.887200856592	23.604262128470914
137-337	9.0	1202.7986011021371	7.0	703.0653338961087	23.503190825058017
138-338	9.0	1191.8791909876854	7.0	697.3788784820488	23.502711146602522
139-339	9.0	1178.814703553291	7.0	696.0141921160573	23.511981744972164
140-340	9.0	1170.1264727650737	7.0	697.9298340379631	23.441764663886357
141-341	9.0	1156.1620734113824	7.0	703.3275389535042	23.431913248112714
142-342	9.0	1156.2332992444162	7.0	707.545944753232	23.487124289794732
143-343	9.0	1184.3581554592631	7.0	686.3066300175751	23.82939372543691
144-344	9.0	1199.9842298447943	7.0	664.1219943458844	23.44416203947656
145-345	9.0	1200.7535821168913	7.0	663.7257986030178	23.391562601626045
146-346	9.0	1199.6211842604935	7.0	653.6237033269977	23.274158182320786
147-347	9.0	1219.6586784585897	7.0	706.1994084115468	23.8497915320808
148-348	9.0	1229.1696334661854	7.0	703.8790182638286	25.09789610968689
149-349	9.0	1188.5494687752855	7.0	648.151943823363	23.503590832632252
150-350	9.0	1205.3493829556921	7.0	651.5432005855973	22.812134171139434
151-351	9.0	1144.6180393255877	7.0	615.7693957276762	24.71160635915488
152-352	9.0	996.978503127358	11.0	679.8397466324143	23.269396625605083
153-353	9.0	920.6675738290616	3.0	632.1813324512756	22.373913102928235
154-354	9.0	911.0942881931339	3.0	635.7371081142477	22.778978758469364
155-355	9.0	895.1235959976893	3.0	639.782688479189	21.687668249028025
156-356	9.0	898.5531311204089	3.0	639.0623782229211	21.688702718332323
157-357	9.0	900.6944438726182	3.0	639.2995656067872	21.70872164964096
158-358	9.0	899.16768908728	3.0	642.1749463433696	21.65105009499163
159-359	9.0	894.1031729751278	3.0	645.5776877096401	21.649883506309124
160-360	9.0	892.5147193181302	3.0	646.5144908078859	21.595710999421723
161-361	9.0	886.4645326643749	3.0	649.9059066991492	21.665819371552494
162-362	9.0	872.1908163114701	3.0	658.3289856036268	21.685761789639898
163-363	9.0	861.0209186217816	3.0	665.7820773688306	21.582204579674798
164-364	9.0	853.1058391055234	3.0	673.2083985778282	21.685756670637446
165-365	9.0	861.593569832816	3.0	666.2383275870791	21.584074812362203
166-366	9.0	874.0960226036423	3.0	651.4504008089588	22.01870313582175
167-367	9.0	874.4247318688758	3.0	670.5560713809152	23.54934478368172
168-368	9.0	891.8679424649747	3.0	648.1085767489119	24.190495431017972
169-369	9.0	890.7180821384817	11.0	635.3965207094013	21.774269628733997
170-370	9.0	900.4601307944205	11.0	646.3206828402962	21.051396681232735
171-371	9.0	876.9663003756423	11.0	621.9706307578367	23.805266414296657
172-372	9.0	779.2148169408456	11.0	517.5743835594584	22.937352416612086
173-373	9.0	696.0782263093905	11.0	429.3446654978001	24.60365126201469
174-374	9.0	639.5322972972053	11.0	369.43713954663025	29.221838628784
175-375	9.0	493.74770633094465	11.0	222.50459086149968	30.127553462768116
176-376	8.0	447.7579791983698	11.0	161.8045448596842	21.224979784494415
177-377	8.0	451.477125056122	11.0	160.26046089750952	21.022954509332784
178-378	8.0	440.9135433121781	11.0	165.23313597101915	21.222535333720316
179-379	9.0	439.3811770142948	11.0	165.09703921849805	20.92088356503203
180-380	9.0	441.661906060932	11.0	165.18078128422766	20.99638758394303
181-381	9.0	444.81004242875537	11.0	164.33297338082335	20.925687212503508
182-382	9.0	442.4064029080153	11.0	150.03630820168155	20.9557588846228
183-383	9.0	439.6962717345837	26.0	155.28927630279148	21.200262567884337
184-384	8.0	428.56990457695787	26.0	165.16217610275044	20.43445975884854
185-385	8.0	434.13290360353	26.0	162.1907262095973	20.282361675046776
186-386	8.0	431.7074712380381	26.0	162.8552565505765	20.220935088872235
187-387	8.0	435.4885390528549	26.0	158.7357420775088	20.124789628340913
188-388	8.0	438.87519771056157	26.0	159.94738474466615	19.900699640860644
189-389	8.0	438.54916718163406	26.0	159.6527803173549	19.7542874785654
190-390	8.0	434.9974317014029	26.0	157.34680900827263	20.649033783051365
191-391	9.0	431.94289942358586	16.0	159.93298576787618	20.560820865098975
192-392	9.0	438.4283705140515	16.0	173.4518174634648	20.053953898799975
193-393	9.0	437.9163867489756	16.0	173.8175397572719	20.09328764856357
194-394	9.0	439.1007690011741	16.0	174.50700296956222	19.924635900832648
195-395	9.0	436.8783029027995	16.0	171.79676430984676	20.230496769351333
196-396	9.0	470.91633034561164	16.0	211.41369894352047	30.01965136273259
197-397	9.0	465.203274216943	16.0	195.40450692524175	30.371232859587384
198-398	8.0	421.58890385847474	16.0	148.4306370784569	19.707044848587028
199-399	8.0	423.5480626342282	16.0	146.80030164486624	19.732791141441517
200-400	8.0	424.62409776772074	16.0	148.28587723245602	19.68130644213585

Datafile was generated by 'SpermQ_', (© 2016 - 2021: Jan N Hansen (jan.hansen@uni-bonn.de.de) & Jan F Jikeli (jan.jikeli@caesar.de))
The plug-in 'SpermQ_' is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
Skeleton results are generated using the ImageJ plug-ins 'skeletonize' and 'analyze skeleton' by: Ignacio Arganda-Carreras, Rodrigo Fernandez-Gonzalez, Arrate Munoz-Barrutia, Carlos Ortiz-De-Solorzano, '3D reconstruction of histological sections: Application to mammary gland tissue', Microscopy Research and Technique, Volume 73, Issue 11, pages 1019-1029, October 2010.
Plug-in version:	v0.2.2
