Frequencies for trace parameter:	HRAng
Analyzed image:	\Rabbit delta 78 heterozygote022_SpQP_spq_210215_210348_f.tif

t [frame]	Primary freq.	Amplitude of primary freq. peak in FFT	Secondary freq.	Amplitude of secondary freq. peak in FFT	COM freq.
37-237	8.0	4053.9323949324203	16.0	3342.0957788710725	28.473848356857562
38-238	8.0	4197.606390603488	16.0	3171.1206104421008	28.81713580731609
39-239	8.0	4496.457833565154	16.0	2938.0009298789505	28.461995598390164
40-240	8.0	4589.419972778527	16.0	2910.732401987891	28.26109986787847
41-241	8.0	4594.020580007399	16.0	2911.251074803508	28.26377752362496
42-242	8.0	4631.645901160084	16.0	2937.612215718446	28.316223361941567
43-243	8.0	4659.375087762485	16.0	2967.4980518778148	28.26827607196711
44-244	8.0	4676.5204321094925	16.0	2994.1950345780806	28.214272893576023
45-245	8.0	4704.951188281611	16.0	3053.7236040122834	28.280053881207778
46-246	8.0	4706.3365356762015	16.0	3059.1238371585173	28.243631407864584
47-247	8.0	4733.343772260222	16.0	3076.0826831736968	28.105887654076536
48-248	8.0	4722.653973444547	16.0	3062.450162544487	28.320796978524506
49-249	8.0	4648.144528579239	16.0	2953.706636151798	28.269835906028124
50-250	8.0	4532.985152531752	16.0	2798.3859965546376	28.636106437923083
51-251	8.0	4292.3643999259575	16.0	2587.98526794346	27.9156454719569
52-252	8.0	4194.317087741333	16.0	2536.0843785473603	27.488197190337978
53-253	8.0	4180.648952199565	16.0	2549.3716510508357	27.464825313322205
54-254	8.0	4220.793985183099	16.0	2546.3579481631755	27.698187513989254
55-255	8.0	4277.895931145087	16.0	2495.0536941402593	27.517800964261454
56-256	8.0	4312.134194003927	16.0	2449.2843931970147	27.664441540524937
57-257	8.0	4358.585702613709	16.0	2365.179078933101	27.291643691015555
58-258	8.0	4339.882551378524	16.0	2399.3432404672467	27.641783706217304
59-259	8.0	4323.6483018816325	16.0	2438.485818106919	27.709648358648543
60-260	8.0	4361.890064193658	16.0	2393.270525911187	27.521761249443486
61-261	8.0	4463.891040082515	16.0	2256.902703913369	26.990262888601322
62-262	8.0	4483.667730874805	16.0	2231.8115738450206	26.92402844047274
63-263	8.0	4472.837625443849	16.0	2246.6929551430994	26.79820935010513
64-264	8.0	4527.998381860044	16.0	2184.1824826838774	26.79905253255221
65-265	8.0	4513.80821039899	16.0	2199.9283711268363	26.83128149320229
66-266	8.0	4550.3490595208095	16.0	2178.847892983589	26.883657639166746
67-267	8.0	4510.720877759167	16.0	2180.0940269939238	27.15585396501986
68-268	8.0	4454.719170506854	16.0	2137.7814345591996	27.236637910423113
69-269	8.0	4439.779240181208	16.0	2110.1928097393475	27.09371777301367
70-270	8.0	4422.498131197134	16.0	2064.5765527678986	27.22829426343088
71-271	8.0	4435.452199203508	4.0	2065.5260429108434	26.85417690263209
72-272	8.0	4425.274891842687	16.0	2040.0623948784194	27.008490957084383
73-273	8.0	4366.487082445237	16.0	1991.0121242794153	27.517391547962557
74-274	8.0	4279.490223884108	17.0	1894.3725105447388	27.398359230679322
75-275	8.0	4150.073346255008	17.0	2057.435871051454	27.82706113701611
76-276	8.0	3883.980688088677	17.0	2320.5923699681066	26.79449251249202
77-277	8.0	3806.1862553266587	17.0	2381.615289261821	26.424826875491835
78-278	8.0	3822.810494222694	17.0	2368.7365623969663	26.44223433013842
79-279	8.0	3943.66477594777	17.0	2444.9789132493756	25.97357796981977
80-280	8.0	3889.337686025247	17.0	2411.33872992	26.58327418631846
81-281	8.0	3706.303735580531	17.0	2146.1154263485205	26.201873677319576
82-282	8.0	3658.510218800653	17.0	2036.3236819117883	25.85962770477491
83-283	8.0	3656.269968255521	17.0	2044.2313808198085	25.900331767191968
84-284	8.0	3658.87360414521	17.0	2048.6142235272505	25.832335333878813
85-285	8.0	3649.498641025542	17.0	2040.8468664702677	25.821845260905608
86-286	8.0	3629.332213888726	17.0	2010.1039587396544	25.760308422826327
87-287	8.0	3594.9570109902043	17.0	1961.734742052525	25.82956494103435
88-288	8.0	3559.175249129362	17.0	1915.7338389521633	25.702304554640286
89-289	8.0	3435.8151211548125	16.0	1958.184842695934	26.36422441111081
90-290	8.0	3420.869140657538	16.0	1944.0534837134483	25.69725524830892
91-291	8.0	3433.3884243384864	16.0	1928.8709707344399	25.65355972255479
92-292	8.0	3353.388896419304	17.0	1913.9870468550387	25.718971146883312
93-293	8.0	3340.598894278193	17.0	1927.3252860626903	25.784772250530153
94-294	8.0	3303.6203573766034	17.0	1983.837059335113	25.752407322278717
95-295	8.0	3299.3270414953836	17.0	1984.5423013455877	25.872625173897248
96-296	8.0	3303.584991556063	17.0	1981.5686147818474	25.727373541242432
97-297	8.0	3340.2295001572234	17.0	1897.0764229536987	25.239377810432735
98-298	8.0	3319.4875892620453	17.0	1945.0012669697574	25.651680782170295
99-299	8.0	3224.899730079224	17.0	2119.9078105124536	26.25921739778765
100-300	8.0	2992.083409849107	17.0	2370.361341364154	25.384175832457334
101-301	8.0	2915.0067154420003	17.0	2425.9006985327223	24.43986042037234
102-302	8.0	2955.0599336062255	17.0	2417.3193711475787	24.46490583235179
103-303	8.0	3100.124861095408	17.0	2525.595992746377	23.712755077133142
104-304	8.0	3045.513717052656	17.0	2485.780914538369	24.457395125194616
105-305	8.0	2884.024934484454	17.0	2304.9664174920463	24.369353486837284
106-306	8.0	2756.377114935935	17.0	2152.0454059314725	24.57760375147325
107-307	8.0	2709.206724968804	17.0	2121.626116580004	24.017103747021636
108-308	8.0	2682.6145441493495	17.0	2086.2486635881874	23.930698250006852
109-309	8.0	2663.8892753960104	17.0	2077.039162749429	23.645929865623593
110-310	8.0	2653.6407974086223	17.0	2037.6888843154445	23.70688118683539
111-311	8.0	2639.531282643326	10.0	2027.7761570281245	23.752778061251032
112-312	8.0	2640.919056674544	10.0	2024.0794711515364	23.732708240992057
113-313	8.0	2641.962905202982	10.0	2036.966607900994	23.693723267164938
114-314	8.0	2589.9946741206686	10.0	2056.8805058863086	23.81737418691567
115-315	8.0	2550.458734689018	10.0	2050.5805181663504	23.76266566898378
116-316	8.0	2518.9191675139127	10.0	2036.6337161742356	23.774561508438254
117-317	8.0	2461.4412653470845	17.0	2089.2186466535327	23.814270681183572
118-318	8.0	2469.280935577395	17.0	2077.038414629277	23.945822198084734
119-319	8.0	2454.4475183919935	17.0	2091.7334801405477	24.01859809469935
120-320	8.0	2416.0496605968783	17.0	2054.250306024727	23.691849918440234
121-321	8.0	2428.5555830633475	17.0	1937.484197804351	24.536064682563566
122-322	8.0	2450.464742178041	17.0	1921.8551423158508	23.02385027373573
123-323	8.0	2378.9053305439015	17.0	2048.234436853783	23.18886394104607
124-324	8.0	2326.7146671051664	17.0	2122.7749587688695	24.327680113651294
125-325	17.0	2204.856446290481	8.0	2157.4560191695364	24.473710289995758
126-326	17.0	2204.6827755713816	8.0	2004.9531873996698	24.06351471783737
127-327	17.0	2110.7546061901053	8.0	1829.4236268927789	24.10360055338026
128-328	17.0	1956.568995106704	7.0	1653.2703484322105	23.357687211092795
129-329	17.0	1929.4182173307545	7.0	1674.5292099950111	23.22631146375613
130-330	17.0	1966.7541004950592	8.0	1662.0203711025304	23.12613707701516
131-331	17.0	1984.778156796139	8.0	1679.6855951044045	23.26365513416898
132-332	17.0	1992.6983232863092	8.0	1705.915669958147	23.236688067350585
133-333	17.0	1967.1495304188545	8.0	1725.3761930268593	23.30732829550132
134-334	17.0	1929.880383821475	8.0	1732.7138440662018	23.21988081493372
135-335	17.0	1879.7245895261951	10.0	1744.9388709266425	23.227182158866
136-336	17.0	1839.2280126405037	10.0	1747.5371693166287	23.238870832137827
137-337	17.0	1819.5153033955257	10.0	1742.4361432186645	23.362739217192956
138-338	17.0	1817.3163028679612	10.0	1724.4812446621336	23.31599949645437
139-339	17.0	1830.1949261434602	10.0	1705.4854756406069	23.26154231852363
140-340	17.0	1854.6052991393137	12.0	1709.8128142916	23.282849612753083
141-341	17.0	1898.579867926188	12.0	1711.9485572193853	23.37525581535066
142-342	17.0	1960.609700338882	12.0	1659.7402567772474	23.41896245987705
143-343	17.0	1943.5666337523328	12.0	1660.000611089396	23.354177121206998
144-344	17.0	1955.5797973865342	12.0	1681.3226767689378	23.344552126644203
145-345	17.0	1898.1113711369078	12.0	1586.6624106583229	23.50464776595898
146-346	17.0	1838.7123003772886	7.0	1618.930553309508	23.52663801246184
147-347	7.0	1750.2476220519595	17.0	1706.5981930393793	24.139956982444755
148-348	7.0	1748.9817951583718	17.0	1730.8758861235326	23.730951984556697
149-349	17.0	1759.918265765405	7.0	1684.7311820471637	23.155737247131366
150-350	17.0	1804.6341599214074	7.0	1726.9327560507052	22.538196333759203
151-351	17.0	1750.8585701623408	7.0	1680.5969984064209	23.58553414809065
152-352	7.0	1667.4666885311885	17.0	1473.5694564428748	23.492169607258212
153-353	7.0	1728.1130289012394	17.0	1313.7537997592824	21.88840456681242
154-354	7.0	1706.74427546874	17.0	1290.326619033711	22.296486588065076
155-355	7.0	1754.3751118275616	5.0	1340.2987620542774	21.20533199976308
156-356	7.0	1717.8607748145444	5.0	1296.0312208560458	21.151108101502878
157-357	7.0	1680.356451019723	5.0	1262.5033850587579	21.161245785040887
158-358	7.0	1668.5675899812409	5.0	1252.6206280680794	21.112559511621836
159-359	7.0	1624.6931277498436	5.0	1223.8988645022105	21.130558596955225
160-360	7.0	1569.000645557726	5.0	1193.857389024861	21.342802512255826
161-361	7.0	1528.8932289975853	16.0	1180.3431679005569	21.36700397336927
162-362	7.0	1499.634527076066	16.0	1215.2920066100853	21.159593492134928
163-363	7.0	1468.7273741142253	16.0	1238.4047339038375	21.021272341646704
164-364	7.0	1462.085646248625	16.0	1241.0639949894232	21.096864376804938
165-365	7.0	1464.7244416649012	16.0	1252.4223908212075	21.1598038225257
166-366	7.0	1461.5228475645413	16.0	1286.259166926797	21.173882471355753
167-367	7.0	1463.3742254841272	16.0	1305.394124840892	21.687553856470107
168-368	7.0	1445.6778530837348	16.0	1360.8235319811631	21.410261179677015
169-369	16.0	1434.7143307984973	7.0	1361.1686054747092	21.261437323950314
170-370	16.0	1442.5977429478717	7.0	1346.0330165867765	21.366506046321703
171-371	16.0	1443.608714393269	7.0	1319.7360123863255	22.084228584259513
172-372	17.0	1363.8281991104311	8.0	1288.7864015896264	21.702239691921577
173-373	17.0	1364.2826024018314	8.0	1317.6753691851286	21.94086957511687
174-374	17.0	1359.0238275664278	8.0	1332.3113841106863	22.91137767517158
175-375	8.0	1320.9785421667445	17.0	1216.6508738993314	22.156269112900603
176-376	8.0	1309.7237573955392	17.0	1160.008410899663	20.952043871943978
177-377	8.0	1333.0861019164927	17.0	1202.1035505566913	20.771044480179917
178-378	8.0	1344.2890493733903	17.0	1214.6059554931044	20.735055386117775
179-379	8.0	1312.5341100317512	17.0	1222.956610391777	20.57066301007777
180-380	8.0	1317.5009808032144	17.0	1227.0720903023164	20.83669693567468
181-381	8.0	1383.8924873256967	17.0	1174.0596015599037	20.587471857521926
182-382	8.0	1417.475896000754	17.0	1141.2448646411065	20.61639463805503
183-383	8.0	1408.6327180155813	17.0	1149.8294132081885	20.606981718009564
184-384	8.0	1460.3003596829542	17.0	1111.9102640107299	20.67248275700333
185-385	8.0	1474.5081727349311	17.0	1111.394859506975	20.593378215835756
186-386	8.0	1463.9390244680806	17.0	1106.4046509041787	20.63218084619416
187-387	8.0	1465.0824081153974	17.0	1121.582966500583	20.66747899655688
188-388	8.0	1461.9582449390057	17.0	1115.1832820176728	20.64564881259487
189-389	8.0	1489.9247209478224	17.0	1062.9631436859258	20.304041991385994
190-390	8.0	1474.2204137239214	17.0	1092.8800009556264	21.07036716106583
191-391	8.0	1411.2088384431406	17.0	1111.237397387952	21.13152198550215
192-392	8.0	1343.8687769163469	17.0	1089.994712433997	20.86432148122066
193-393	8.0	1285.8836254060698	17.0	1047.072971562601	21.08954713824457
194-394	8.0	1242.579709991903	17.0	1005.341370034693	21.17425172759521
195-395	8.0	1163.7578329391845	17.0	927.3467622801921	21.671492243036163
196-396	8.0	999.7005546346169	16.0	875.4527341064488	20.278182515678942
197-397	8.0	995.8319067326381	16.0	898.4872389981618	21.174010789379217
198-398	8.0	1029.6868686061423	16.0	832.8814149495358	20.481869500087736
199-399	8.0	1055.3316581000322	17.0	797.1076600070882	20.583248973402636
200-400	8.0	1047.6445673171388	16.0	795.2174679631869	20.956858607419303

Datafile was generated by 'SpermQ_', (© 2016 - 2021: Jan N Hansen (jan.hansen@uni-bonn.de.de) & Jan F Jikeli (jan.jikeli@caesar.de))
The plug-in 'SpermQ_' is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
Skeleton results are generated using the ImageJ plug-ins 'skeletonize' and 'analyze skeleton' by: Ignacio Arganda-Carreras, Rodrigo Fernandez-Gonzalez, Arrate Munoz-Barrutia, Carlos Ortiz-De-Solorzano, '3D reconstruction of histological sections: Application to mammary gland tissue', Microscopy Research and Technique, Volume 73, Issue 11, pages 1019-1029, October 2010.
Plug-in version:	v0.2.2
