Frequencies for trace parameter:	Th2D
Analyzed image:	\Rabbit delta 78 heterozygote014_SpQP_spq_210215_204725_f.tif

t [frame]	Primary freq.	Amplitude of primary freq. peak in FFT	Secondary freq.	Amplitude of secondary freq. peak in FFT	COM freq.
110-310	10.0	2715.8159366124232	33.0	2232.7170140899475	25.059641643402298
111-311	10.0	2693.7369747944663	33.0	2242.006014195775	25.211940124289484
112-312	10.0	2578.5190366603656	15.0	2181.9913698735772	25.331645018802966
113-313	10.0	2484.097877257344	15.0	2136.230405131	25.055766697463213
114-314	10.0	2477.7285390868606	15.0	2140.138851754133	24.973004016875763
115-315	10.0	2402.2025298497074	16.0	2140.3813194486215	24.98180232924939
116-316	10.0	2231.15187267861	16.0	2185.9713227679945	24.411621871810038
117-317	33.0	2116.220209337174	16.0	2115.58935166825	25.20708292777155
118-318	16.0	2008.1789538121893	33.0	1994.1387188370695	25.405791430741875
119-319	10.0	1818.7990865433799	33.0	1817.1357193568856	24.98998420745297
120-320	10.0	1821.1043307586237	33.0	1814.4582814007238	24.87808070059593
121-321	19.0	1867.280141092164	16.0	1822.678724175069	24.962899795569875
122-322	19.0	2017.759972420244	16.0	1866.984301455865	24.700454292577845
123-323	19.0	1928.2141348320702	16.0	1833.295693369893	24.81449246762996
124-324	10.0	2021.658733693305	16.0	2011.545060466451	24.37587568652667
125-325	10.0	2046.3682905909575	16.0	2037.5617706654834	24.339542159609838
126-326	10.0	1963.1924859215003	16.0	1950.8442744130973	24.41476814636832
127-327	10.0	1881.649293733811	16.0	1867.4268273187163	24.497830542829625
128-328	15.0	2028.2546291440149	3.0	1909.42581266194	24.967171025130153
129-329	15.0	2042.0704296641572	3.0	1931.6020938418126	24.498268658001997
130-330	15.0	1868.0513247055144	10.0	1803.687115567621	24.588856074433146
131-331	15.0	1801.3830210759031	10.0	1789.2882321754848	24.815283285994575
132-332	15.0	1878.8012165808955	4.0	1678.4606226943815	24.5279696519611
133-333	15.0	1937.788085456181	4.0	1662.632341831229	24.362305574372495
134-334	15.0	1896.5337566026503	4.0	1676.2272648285903	24.343414744294467
135-335	15.0	1922.9445348630402	4.0	1667.701174051122	24.373094642347006
136-336	15.0	1937.1942626604762	4.0	1675.2387967861082	24.487670255930002
137-337	15.0	2050.430182752308	11.0	1717.4567423447847	24.360287077211204
138-338	15.0	2072.1467302747114	11.0	1761.339828780297	23.86333610498067
139-339	15.0	2167.2905630475025	11.0	1789.6728996528218	23.444759670354937
140-340	15.0	2136.7124103623105	11.0	1781.5143116188378	23.688603053945517
141-341	15.0	1863.3475112699793	11.0	1604.018547483651	23.534549332721753
142-342	15.0	1736.0564897442607	10.0	1584.52323750371	23.66282339340673
143-343	15.0	1679.0928100138556	10.0	1634.7729224844875	23.961600307752363
144-344	10.0	1805.084618955342	6.0	1624.8378483369231	23.9598148341742
145-345	10.0	2053.5612366766304	6.0	1712.5549811661133	23.90686211680351
146-346	10.0	2159.5989996036055	15.0	1747.1278322950386	23.582036928318413
147-347	10.0	2122.9151680631726	6.0	1737.725172857206	23.556492930817555
148-348	10.0	2109.8069618080913	6.0	1764.1952997021665	23.749325369857637
149-349	10.0	2140.419047837498	6.0	1760.34038731569	23.858518810597943
150-350	10.0	2123.045901761601	15.0	1740.6751310483894	23.566208094463327
151-351	10.0	2187.147744998971	6.0	1786.1663537968705	23.206192323568583
152-352	10.0	2150.5332582247715	15.0	1747.414010176658	23.516543767498423
153-353	10.0	1949.436295269413	15.0	1564.1594681060715	23.25685661849785
154-354	10.0	1837.878550014478	15.0	1454.3573614351278	23.2382566495712
155-355	10.0	1886.0227422374198	6.0	1504.364527889178	23.55328181102033
156-356	10.0	1789.7052281535875	6.0	1410.1060219542273	23.483790388337084
157-357	10.0	1699.0287511032313	15.0	1356.46339404848	23.1518121879646
158-358	10.0	1706.4933728352655	15.0	1363.5008580718832	23.103311777646155
159-359	10.0	1711.262404574614	15.0	1351.530878804417	23.14461636664213
160-360	10.0	1725.284611891935	15.0	1383.5901755807088	23.076623127175868
161-361	10.0	1670.1822511448065	6.0	1356.3190622832383	23.483310271262177
162-362	10.0	1607.0134920979974	32.0	1378.7571823686164	22.165343321206613
163-363	10.0	1757.3828340136392	15.0	1333.7300030966967	21.636573818026086
164-364	10.0	1695.067950529298	15.0	1351.7998072010653	21.76151875757605
165-365	10.0	1745.6698714834324	15.0	1340.9950424538686	21.615851110237962
166-366	10.0	1710.8795328316614	15.0	1376.3248004472398	21.591257065702056
167-367	10.0	1722.2089261098977	15.0	1364.558690502176	21.59441324678002
168-368	10.0	1748.7233836992157	6.0	1345.5683106585907	21.54285241329935
169-369	10.0	1755.6126596633867	6.0	1354.2778817811504	21.611129884676004
170-370	10.0	1767.462976512323	6.0	1348.4983424105817	21.566756359880973
171-371	10.0	1749.1650888122758	6.0	1400.8427593984757	21.49169172229033
172-372	10.0	1781.2457380064213	6.0	1347.8770786542195	21.488438756344348
173-373	10.0	1806.9532102713636	6.0	1317.904820464673	21.49129603424312
174-374	10.0	1787.245827230212	6.0	1338.0922507217404	21.48119080695177
175-375	10.0	1786.2616174295642	6.0	1338.9956927456187	21.49051963703259
176-376	10.0	1832.2700982271497	32.0	1317.9223853966023	21.22718182000634
177-377	10.0	1800.736718382768	6.0	1324.6636990673073	21.530162902589655
178-378	10.0	1735.9343104017503	6.0	1415.7986709063764	21.034599818495074
179-379	10.0	1738.6249674109022	6.0	1422.4813334007001	21.062978862731317
180-380	10.0	1701.0840445388992	6.0	1395.3107387478738	20.83730505413686
181-381	10.0	1696.4419424803373	6.0	1404.738786287265	21.03616863479634
182-382	10.0	1790.2527585460148	6.0	1393.8696032358148	20.94673619013623
183-383	10.0	1830.284872334007	6.0	1384.1711690708933	20.91922630307762
184-384	10.0	1856.0565531509524	6.0	1378.2682117188913	20.75993241213725
185-385	10.0	1910.6146149043066	6.0	1345.3854146822123	20.79234036356387
186-386	10.0	1903.2840648609877	6.0	1352.8852600601695	20.79292292797503
187-387	10.0	1875.821589111537	6.0	1419.362242004928	21.41016920076529
188-388	10.0	1918.7993798595344	6.0	1406.8451693963027	21.258810599279137
189-389	10.0	1942.3657616160497	6.0	1270.6228229085289	20.809998516825495
190-390	10.0	1966.754764406766	6.0	1310.8696222304723	20.999613926153362
191-391	10.0	1972.4122312040804	6.0	1289.9962524008515	20.46444988868946
192-392	10.0	1866.8539957237463	17.0	1265.146828169081	19.936948571009253
193-393	10.0	1867.590332160472	17.0	1306.6092178565732	20.135960114428862
194-394	10.0	1639.3167682095814	17.0	1389.5486763748952	19.695616325341923
195-395	10.0	1533.9848162483806	17.0	1413.239159316093	18.99566204387132
196-396	10.0	1367.283414583124	8.0	1313.1700753627304	20.117583778350586
197-397	8.0	1357.0131098408403	10.0	1318.4917062823213	20.024396257790862
198-398	8.0	1440.3475720039544	10.0	1265.1380469000676	19.035037951218914
199-399	8.0	1427.0366861290688	10.0	1265.8970025786628	19.026560423654896
200-400	8.0	1416.2066684166348	10.0	1259.0157337008097	19.06263954920266

Datafile was generated by 'SpermQ_', (© 2016 - 2021: Jan N Hansen (jan.hansen@uni-bonn.de.de) & Jan F Jikeli (jan.jikeli@caesar.de))
The plug-in 'SpermQ_' is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
Skeleton results are generated using the ImageJ plug-ins 'skeletonize' and 'analyze skeleton' by: Ignacio Arganda-Carreras, Rodrigo Fernandez-Gonzalez, Arrate Munoz-Barrutia, Carlos Ortiz-De-Solorzano, '3D reconstruction of histological sections: Application to mammary gland tissue', Microscopy Research and Technique, Volume 73, Issue 11, pages 1019-1029, October 2010.
Plug-in version:	v0.2.2
