Frequencies for trace parameter:	HRMaxPos
Analyzed image:	\Rabbit delta 78 heterozygote014_SpQP_spq_210215_204725_f.tif

t [frame]	Primary freq.	Amplitude of primary freq. peak in FFT	Secondary freq.	Amplitude of secondary freq. peak in FFT	COM freq.
58-258	2.0	72.95596564770692	23.0	64.92441000226506	41.60761845223899
59-259	2.0	69.25631417489004	23.0	61.82830776745336	41.73495043289112
60-260	2.0	65.68217480858283	22.0	64.74269601775603	41.62312450196091
61-261	2.0	65.78041879878387	22.0	63.47288845333245	41.63039922010896
62-262	22.0	64.66612548703021	2.0	63.38384684965508	41.95334542797708
63-263	23.0	66.6870385279945	16.0	62.70501837545913	41.40662836310318
64-264	23.0	67.98493881005552	16.0	61.83188165714995	41.232106332843756
65-265	23.0	66.5772057562946	16.0	62.168474036984634	41.30450978541692
66-266	23.0	67.18057861195891	16.0	64.94242502758391	41.356925011515074
67-267	23.0	68.9615454565282	16.0	65.71223212008944	41.48667673562988
68-268	23.0	66.82232099190811	16.0	63.347243162157184	41.36124735010069
69-269	22.0	65.58463496890823	16.0	62.060463793147576	41.421432677032406
70-270	22.0	68.2703643818268	16.0	62.523601412395806	41.5720153044166
71-271	23.0	68.5353869503673	16.0	63.90955097971103	41.602893622551804
72-272	23.0	70.56616691348557	16.0	65.88426053198934	41.63510299802578
73-273	23.0	69.03276727328051	16.0	64.77249199757541	41.63720366969656
74-274	22.0	72.36786121769777	16.0	59.61159407592672	41.69890722951176
75-275	22.0	73.25456843473026	16.0	59.19120610060902	41.453115602980844
76-276	22.0	71.35094467180096	16.0	60.59600066684979	41.59230960645192
77-277	22.0	74.73803095584123	16.0	58.21000444371717	41.52546738133988
78-278	22.0	78.97323710977514	2.0	57.6136405485291	41.62720856193546
79-279	22.0	81.51820719623132	11.0	59.21238812117864	41.49368375108586
80-280	22.0	79.1942075926428	2.0	57.76004713784072	42.08632010027986
81-281	22.0	76.87064004743957	2.0	58.079853057623716	41.933396483749675
82-282	22.0	74.72309826309245	2.0	59.29160186068151	41.86885081728467
83-283	22.0	76.09565857665645	2.0	58.536441563177966	41.851229821060976
84-284	22.0	75.47491490742725	2.0	59.58335953175464	41.76737304134109
85-285	22.0	76.75534319888128	2.0	60.78190406502826	41.89526893946685
86-286	22.0	76.53003557244351	2.0	60.23720239929611	41.64075291007933
87-287	22.0	72.01971389148747	11.0	59.6193374346572	41.70583455262937
88-288	22.0	69.2385072017861	11.0	60.54815766441483	41.797204920235984
89-289	22.0	68.29330913975888	11.0	63.880680679566005	41.600366501817355
90-290	22.0	68.53412061859665	11.0	60.86959420369635	41.65656409520997
91-291	23.0	64.84982154579805	2.0	62.31341516265449	40.902645470413766
92-292	23.0	63.77209822956685	2.0	63.60164383548042	40.71959886931211
93-293	23.0	65.04936331830055	2.0	62.29265817009721	40.8603273404144
94-294	23.0	65.78345183654515	2.0	61.251814890304054	41.03620949390492
95-295	23.0	67.17660011117678	2.0	61.285945861799625	41.1432941237426
96-296	23.0	67.33338126692483	2.0	60.74532438546668	41.01517197331869
97-297	23.0	64.76634169694333	2.0	56.10657708194006	41.390039567766095
98-298	23.0	61.65239589421394	17.0	54.33889426627543	41.70312643074056
99-299	22.0	58.802907474238644	17.0	54.14622186952514	41.91397555700415
100-300	22.0	64.84877833957547	12.0	52.96369292180243	41.72360294261483
101-301	22.0	63.56358466452154	12.0	52.193590790229024	41.37647042394487
102-302	17.0	60.43406862512838	22.0	55.92422272396619	42.218486602414586
103-303	17.0	61.956041766420135	22.0	55.944576791399356	41.60419720064719
104-304	17.0	61.18146044040144	22.0	59.7326880039015	41.24045479731242
105-305	17.0	62.21468107347079	22.0	59.22960243754974	41.053322160625875
106-306	22.0	61.706101832986754	17.0	61.3601421111678	41.25287848662395
107-307	22.0	61.05456083828791	17.0	59.91535685172438	41.105719942082985
108-308	17.0	62.48853690747521	22.0	62.46286118795169	41.21484906121276
109-309	22.0	63.66458153914787	17.0	62.825652500984496	41.26903129359951
110-310	17.0	60.9733206702279	22.0	60.71891307356705	41.09920662180782
111-311	17.0	61.17142987086375	22.0	60.12160587324174	41.06808843706399
112-312	17.0	60.08764295496881	22.0	59.58570554851605	41.222966233427954
113-313	17.0	61.255926119395184	22.0	59.67009646298851	41.385796373910196
114-314	17.0	62.53151881415973	22.0	61.230695891184126	40.967937047675235
115-315	17.0	56.349267109038635	22.0	55.12002259604974	41.57097876330049
116-316	17.0	55.02852750800363	22.0	54.223572321616274	41.96733934715463
117-317	22.0	56.81630773279573	17.0	56.46053070217971	41.840555908700836
118-318	22.0	56.88471636660792	17.0	56.64570245505069	41.85650290929625
119-319	22.0	52.5646576084352	2.0	52.40791461012297	41.84785021250513
120-320	20.0	53.864595024347146	2.0	52.88015505363539	41.655345183293186
121-321	2.0	52.38853170364184	17.0	52.27017159441221	41.85042492092211
122-322	17.0	52.87559773042604	2.0	52.31736906016746	41.841368931989145
123-323	17.0	53.85528371424653	2.0	52.18504208172565	41.8334996579147
124-324	2.0	52.55587356729212	17.0	52.33613749565276	41.85516820026185
125-325	17.0	52.64663594482647	2.0	52.45700847289526	41.81715358918967
126-326	17.0	55.24270587851112	2.0	51.790869439478655	41.76767331642567
127-327	17.0	55.49325213629888	2.0	51.3116824037741	41.71418434250637
128-328	17.0	52.68856331008317	2.0	51.49244895371687	41.850426910902094
129-329	17.0	54.40802037658203	2.0	53.961824572815345	42.07764553697054
130-330	17.0	54.96741245910147	2.0	53.683570983987885	42.146092253118574
131-331	20.0	52.732028034247854	2.0	50.717721013140874	41.74090259123795
132-332	20.0	52.22977528395277	2.0	50.44817550554899	41.754177731360635
133-333	2.0	52.420108873628116	17.0	52.32246112806605	41.83284431890339
134-334	2.0	52.45650203252138	17.0	51.893257092945184	41.78329444092245
135-335	2.0	52.28930954914259	17.0	51.515055741471485	41.87390196396839
136-336	17.0	53.16330581135394	2.0	50.391514325050636	41.67888618103727
137-337	17.0	57.60493725201898	21.0	52.51044285605271	41.003592373359744
138-338	17.0	55.035415206277925	2.0	49.56602540546752	40.95141226746672
139-339	17.0	56.434548758570735	21.0	51.62388602319396	40.88082307993029
140-340	17.0	56.56318918298301	21.0	50.98699237533744	40.80603424516675
141-341	17.0	56.91501752712578	21.0	50.82526020541994	40.82277261844538
142-342	17.0	58.07055919175689	21.0	51.9858090718325	40.563488214794674
143-343	17.0	54.88891961870392	21.0	49.023257754355434	40.802918816174355
144-344	17.0	52.6901952441251	21.0	46.759929418106886	41.14421483480082
145-345	17.0	49.23599340859152	12.0	49.06146378742845	41.764059595056594
146-346	12.0	51.40722343900574	17.0	49.981122548732216	41.376973204444894
147-347	12.0	51.27243659073126	17.0	51.20356675452017	41.3769939566289
148-348	12.0	51.32586812579751	17.0	49.391731465727254	41.276295368974345
149-349	12.0	55.50164182239992	15.0	54.37948094553702	41.35334256801831
150-350	12.0	56.12014769995568	15.0	54.89027983306124	41.5698867563566
151-351	12.0	50.94461163485262	15.0	50.68413499959783	41.50700839019169
152-352	12.0	51.59618240044154	15.0	51.32495711273818	41.3974623452549
153-353	12.0	52.24010474682867	15.0	51.11627622333043	41.48038437532014
154-354	15.0	52.920545769075716	12.0	49.70934424276764	41.586049412627034
155-355	15.0	53.84609310700113	12.0	49.44698638981791	41.539371034058746
156-356	15.0	53.84609310700113	12.0	49.44698638981791	41.539371034058746
157-357	15.0	56.19229369427004	12.0	51.64050714317215	41.887131521725784
158-358	15.0	55.32840509516385	12.0	52.07986576468771	41.04541868592132
159-359	15.0	53.80856851260543	12.0	47.2681816289725	41.1257920919597
160-360	15.0	52.81842042962006	12.0	46.461391068665826	41.44822319537707
161-361	15.0	55.385486468213564	12.0	42.941174501229845	41.112078446430985
162-362	15.0	56.208220660814646	12.0	42.73979045258958	41.02597842915963
163-363	15.0	54.28861452098819	12.0	43.2327230273953	41.29124410281092
164-364	15.0	50.90347288139561	12.0	42.52581895145847	41.75162819809138
165-365	15.0	50.06877215916504	12.0	42.034987040646286	41.99428785677972
166-366	15.0	48.870323396999744	12.0	42.42809375894716	42.30950156630196
167-367	15.0	50.07557868737239	12.0	39.51133309285098	42.21037867269301
168-368	15.0	50.546992813811826	21.0	39.11373849331623	42.245226164821325
169-369	15.0	49.470741958786746	21.0	40.11046092465109	42.39696437815724
170-370	15.0	50.5629976380264	21.0	39.96039042015194	42.254958008841555
171-371	15.0	52.002320977989335	12.0	37.855744283838604	42.27602572387906
172-372	15.0	51.75029945451975	12.0	38.061845185566725	42.37859477427012
173-373	15.0	51.77638105491263	21.0	38.278662085352764	42.30263944354021
174-374	15.0	51.77638105491263	21.0	38.27866208535276	42.30263944354021
175-375	15.0	51.77638105491263	21.0	38.27866208535275	42.30263944354021
176-376	15.0	49.4740783908946	21.0	40.452373337355404	42.44923065332141
177-377	15.0	51.59285387511817	21.0	38.3858917786102	42.21083483103359
178-378	15.0	52.99251151722784	21.0	39.55017785700528	40.363284674072865
179-379	15.0	53.516496070906435	12.0	36.608981739377256	38.943925593583785
180-380	15.0	50.83584076211091	21.0	40.45838474757353	38.071648710363164
181-381	15.0	53.047591329176306	21.0	38.1773452564309	38.12619444330865
182-382	15.0	51.07470088273562	21.0	39.84526212141621	38.10770601989889
183-383	15.0	53.00926058724228	21.0	40.676197269138605	37.53535563736837
184-384	15.0	51.80566146268248	21.0	40.37273169264624	38.178347577596526
185-385	15.0	49.639955158476674	12.0	41.18406997274374	38.03124990436253
186-386	15.0	49.550687511163176	12.0	42.43905243230739	38.07115261395788
187-387	15.0	49.550687511163176	12.0	42.43905243230739	38.07115261395788
188-388	15.0	49.550687511163176	12.0	42.43905243230739	38.07115261395788
189-389	15.0	49.285197657378234	12.0	42.53449882546091	38.06644535134255
190-390	15.0	49.34689354041816	12.0	42.62260907306588	38.07881321783496
191-391	15.0	50.37124968669027	12.0	41.09986455568722	38.03765552260352
192-392	15.0	50.07810706189668	12.0	40.492746873875696	38.04727825240954
193-393	15.0	51.05824436258846	12.0	43.177898425780725	37.92220625102125
194-394	15.0	50.6357338067352	12.0	42.02585734718984	38.01729953041755
195-395	15.0	49.92751581449826	12.0	41.36799093185345	38.06450805575907
196-396	15.0	45.13574230822955	12.0	39.05248330431699	38.75328042651885
197-397	14.0	44.887286397105655	12.0	39.03471080002514	38.18730806243641
198-398	15.0	43.306572374922524	12.0	37.36030552156983	38.406485594445826
199-399	15.0	43.73915731230259	12.0	36.704049590091905	38.352898308424756
200-400	15.0	42.01283639033131	20.0	34.632373818565235	38.19342316782528

Datafile was generated by 'SpermQ_', (© 2016 - 2021: Jan N Hansen (jan.hansen@uni-bonn.de.de) & Jan F Jikeli (jan.jikeli@caesar.de))
The plug-in 'SpermQ_' is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
Skeleton results are generated using the ImageJ plug-ins 'skeletonize' and 'analyze skeleton' by: Ignacio Arganda-Carreras, Rodrigo Fernandez-Gonzalez, Arrate Munoz-Barrutia, Carlos Ortiz-De-Solorzano, '3D reconstruction of histological sections: Application to mammary gland tissue', Microscopy Research and Technique, Volume 73, Issue 11, pages 1019-1029, October 2010.
Plug-in version:	v0.2.2
